722816	5.5741554	0.75639338	2.4937511	95.817164	100	4.118718	0.0082096499
722817	2.2921668	1	4.2658363	94.073182	100	2.5912135	0.0146871
722818	5.2650323	0.81265134	-6.720413	74.387291	100	8.1848728	0.0025483
722819	6.5339784	0.6797778	-11.005826	70.192927	100	5.7396633	0
722820	6.4332072	0.69663172	-10.596657	67.411293	100	5.591678	0.0005944
722821	2.3480172	1	-9.0570803	86.899581	100	3.7329309	0.0017836
722822	3.4302024	0.9882279	-5.3045817	92.276003	100	4.1381241	0.0135528
722823	2.5701948	1	-2.0329142	92.241768	100	4.575879	0.0133419
722824	8.2950697	0.45959503	-8.9429064	81.403242	100	4.9319767	3.24e-05
722825	7.0691112	0.64863472	-11.734165	79.122466	100	3.4949393	5.68e-05
722826	7.1326368	0.65137324	-14.843748	74.488323	100	5.0377306	0
722827	6.0509016	0.77558234	-16.14666	80.103012	100	2.7966017	0.0040170007
722828	3.8172456	0.97147751	-6.2199997	89.586017	100	6.4517113	0.0060103002
722829	2.66571	1	-0.73541234	92.617928	100	6.6843955	0.0050559
722830	6.1645032	0.77892567	-11.707498	69.645199	100	8.6487035	0
722831	2.7921852	1	-12.369579	85.478538	100	3.7504776	0.0024219
722832	7.6256568	0.63677648	-12.325411	84.576069	100	4.5758397	0.005097
722833	5.3163433	0.87017451	-12.959163	82.85067	100	7.5661396	0.0011356
722834	9.487667	0.40926728	-20.157083	81.929525	100	5.9067362	0.0002205
722835	4.7639592	0.92380554	-13.929579	81.968842	100	2.9296911	0.0035539
722836	2.678742	1	-2.2795802	94.942246	100	7.5356084	0.034150101
722837	6.3367237	0.79438344	-2.9112457	84.838353	100	7.3259859	0.0001993
722838	9.613026	0.43437109	-7.8012515	84.825899	100	4.0263403	0
722839	8.673786	0.57483981	-6.0558304	85.253187	100	7.3449003	0.0044783
722840	4.1392801	0.98005503	-0.49790802	92.081744	100	10.380954	0.0363513
722841	2.6738064	1	-0.47748795	94.667195	100	5.0855585	0.0029899001
722842	8.3209753	0.63469194	-0.79165878	94.415825	100	6.6785561	8.22e-05
