"datetime","Depth_meter","Water_Temperature_celsius"
1998-06-15 20:00:00,6,15
1998-06-15 20:00:00,7,15
1998-06-15 20:00:00,8,15
1998-06-15 20:00:00,9,15
1998-06-15 20:00:00,10,15
1998-06-15 20:00:00,11,14
1998-06-15 20:00:00,12,12
1998-06-15 20:00:00,13,11
1998-06-15 20:00:00,14,9
1998-06-15 20:00:00,15,9
1998-06-15 20:00:00,16,9
1998-06-15 20:00:00,17,8
1998-06-15 20:00:00,18,8
1998-06-15 20:00:00,19,8
1998-06-15 20:00:00,20,8
1998-06-15 20:00:00,21,8
1998-06-15 20:00:00,22,8
1998-06-15 20:00:00,23,7
1998-06-15 20:00:00,24,7
1998-06-15 20:00:00,25,7
1998-07-05 20:00:00,0.5,22.9
1998-07-05 20:00:00,1,22
1998-07-05 20:00:00,2,21.5
1998-07-05 20:00:00,3,21
1998-07-05 20:00:00,4,21
1998-07-05 20:00:00,5,20
1998-07-05 20:00:00,6,18
1998-07-05 20:00:00,7,16
1998-07-05 20:00:00,8,15.7
1998-07-05 20:00:00,9,15
1998-07-05 20:00:00,10,14
1998-07-05 20:00:00,11,13.5
1998-07-05 20:00:00,12,11.5
1998-07-05 20:00:00,13,11
1998-07-05 20:00:00,14,10
1998-07-05 20:00:00,15,9.7
1998-07-05 20:00:00,16,9
1998-07-05 20:00:00,17,9
1998-07-05 20:00:00,18,8.7
1998-07-05 20:00:00,19,8.5
1998-07-05 20:00:00,20,8.5
1998-07-05 20:00:00,21,8.1
1998-07-05 20:00:00,22,8
1998-07-05 20:00:00,23,8
1998-07-05 20:00:00,24,8
1998-07-05 20:00:00,25,8
1998-07-05 20:00:00,26,8
1998-07-05 20:00:00,27,8
1998-07-27 20:00:00,0.5,22
1998-07-27 20:00:00,1,22
1998-07-27 20:00:00,2,23
1998-07-27 20:00:00,3,23
1998-07-27 20:00:00,4,22
1998-07-27 20:00:00,5,22
1998-07-27 20:00:00,6,22
1998-07-27 20:00:00,7,21.5
1998-07-27 20:00:00,8,21
1998-07-27 20:00:00,9,20
1998-07-27 20:00:00,10,19
1998-07-27 20:00:00,11,18
1998-07-27 20:00:00,12,17
1998-07-27 20:00:00,13,16.2
1998-07-27 20:00:00,14,15.5
1998-07-27 20:00:00,15,14.2
1998-07-27 20:00:00,16,13.5
1998-07-27 20:00:00,17,13.1
1998-07-27 20:00:00,18,11
1998-07-27 20:00:00,19,11.2
1998-07-27 20:00:00,20,10.5
1998-07-27 20:00:00,21,10
1998-07-27 20:00:00,22,9.8
1998-07-27 20:00:00,23,9.5
1998-07-27 20:00:00,24,9.3
1998-08-17 20:00:00,0.5,23
1998-08-17 20:00:00,1,23
1998-08-17 20:00:00,2,23
1998-08-17 20:00:00,3,23
1998-08-17 20:00:00,4,23
1998-08-17 20:00:00,5,23
1998-08-17 20:00:00,6,23
1998-08-17 20:00:00,7,22
1998-08-17 20:00:00,8,19
1998-08-17 20:00:00,9,18
1998-08-17 20:00:00,10,16
1998-08-17 20:00:00,11,13.5
1998-08-17 20:00:00,12,13
1998-08-17 20:00:00,13,12
1998-08-17 20:00:00,14,11
1998-08-17 20:00:00,15,10
1998-08-17 20:00:00,16,10
1998-08-17 20:00:00,17,10.5
1998-08-17 20:00:00,18,9
1998-08-17 20:00:00,19,9
1998-08-17 20:00:00,20,9
1998-08-17 20:00:00,21,9
1998-08-17 20:00:00,22,9.5
1998-08-17 20:00:00,23,8.5
1998-08-17 20:00:00,24,8.5
1998-08-17 20:00:00,25,8
1998-08-17 20:00:00,26,8
1998-08-17 20:00:00,27,8
1998-09-08 20:00:00,1,20
1998-09-08 20:00:00,2,20
1998-09-08 20:00:00,3,20
1998-09-08 20:00:00,4,20
1998-09-08 20:00:00,5,20
1998-09-08 20:00:00,6,20
1998-09-08 20:00:00,7,20
1998-09-08 20:00:00,8,20
1998-09-08 20:00:00,9,20
1998-09-08 20:00:00,10,19
1998-09-08 20:00:00,11,16
1998-09-08 20:00:00,12,15
1998-09-08 20:00:00,13,15
1998-09-08 20:00:00,14,13
1998-09-08 20:00:00,15,13
1998-09-08 20:00:00,16,12
1998-09-08 20:00:00,17,11
1998-09-08 20:00:00,18,10
1998-09-08 20:00:00,19,10
1998-09-08 20:00:00,20,10
1998-09-08 20:00:00,21,9
1998-09-08 20:00:00,22,9
1998-09-08 20:00:00,23,9
1998-09-08 20:00:00,24,9
1998-09-08 20:00:00,25,9
1998-09-26 20:00:00,8.7,18.1
1999-06-06 20:00:00,0.5,19.5
1999-06-06 20:00:00,1,19.5
1999-06-06 20:00:00,2,19.2
1999-06-06 20:00:00,3,18.5
1999-06-06 20:00:00,4,18
1999-06-06 20:00:00,5,17.9
1999-06-06 20:00:00,6,17.2
1999-06-06 20:00:00,7,16.5
1999-06-06 20:00:00,8,15.5
1999-06-06 20:00:00,9,14
1999-06-06 20:00:00,10,12.5
1999-06-06 20:00:00,11,11
1999-06-06 20:00:00,12,9.5
1999-06-06 20:00:00,13,9
1999-06-06 20:00:00,14,8.9
1999-06-06 20:00:00,15,8.5
1999-06-06 20:00:00,16,8.2
1999-06-06 20:00:00,17,8
1999-06-06 20:00:00,18,8
1999-06-06 20:00:00,19,8
1999-06-06 20:00:00,20,8
1999-06-06 20:00:00,21,7.5
1999-06-06 20:00:00,22,7.5
1999-06-06 20:00:00,23,7.5
1999-06-06 20:00:00,24,7.5
1999-06-06 20:00:00,25,7.5
1999-06-06 20:00:00,26,7.5
1999-06-27 20:00:00,0.5,23
1999-06-27 20:00:00,1,23
1999-06-27 20:00:00,2,23
1999-06-27 20:00:00,3,23
1999-06-27 20:00:00,4,22.5
1999-06-27 20:00:00,5,21
1999-06-27 20:00:00,6,20.2
1999-06-27 20:00:00,7,19.1
1999-06-27 20:00:00,8,16.5
1999-06-27 20:00:00,9,14
1999-06-27 20:00:00,10,13
1999-06-27 20:00:00,11,11.5
1999-06-27 20:00:00,12,10.5
1999-06-27 20:00:00,13,9.8
1999-06-27 20:00:00,14,9
1999-06-27 20:00:00,15,9
1999-06-27 20:00:00,16,8.8
1999-06-27 20:00:00,17,8.8
1999-06-27 20:00:00,18,8.8
1999-06-27 20:00:00,19,8.5
1999-06-27 20:00:00,20,8.2
1999-06-27 20:00:00,21,8.2
1999-06-27 20:00:00,22,8
1999-06-27 20:00:00,23,8
1999-06-27 20:00:00,24,8
1999-06-27 20:00:00,25,7.8
1999-06-27 20:00:00,26,7.8
1999-06-27 20:00:00,27,7.8
1999-06-27 20:00:00,28,7.5
1999-06-27 20:00:00,29,7.5
1999-07-19 20:00:00,0.5,23
1999-07-19 20:00:00,1,23
1999-07-19 20:00:00,2,23
1999-07-19 20:00:00,3,23
1999-07-19 20:00:00,4,23
1999-07-19 20:00:00,5,23.1
1999-07-19 20:00:00,6,23.1
1999-07-19 20:00:00,7,22
1999-07-19 20:00:00,8,21
1999-07-19 20:00:00,9,21
1999-07-19 20:00:00,10,15.5
1999-07-19 20:00:00,11,14.1
1999-07-19 20:00:00,12,13
1999-07-19 20:00:00,13,11
1999-07-19 20:00:00,14,10.5
1999-07-19 20:00:00,15,10
1999-07-19 20:00:00,16,9.5
1999-07-19 20:00:00,17,9.1
1999-07-19 20:00:00,18,9
1999-07-19 20:00:00,19,8.9
1999-07-19 20:00:00,20,8.5
1999-07-19 20:00:00,21,8.4
1999-07-19 20:00:00,22,8.1
1999-07-19 20:00:00,23,8
1999-08-09 20:00:00,0.5,22
1999-08-09 20:00:00,1,22
1999-08-09 20:00:00,2,22
1999-08-09 20:00:00,3,22
1999-08-09 20:00:00,4,21.8
1999-08-09 20:00:00,5,21.8
1999-08-09 20:00:00,6,21.8
1999-08-09 20:00:00,7,21.8
1999-08-09 20:00:00,8,21.8
1999-08-09 20:00:00,9,21.8
1999-08-09 20:00:00,10,17
1999-08-09 20:00:00,11,14
1999-08-09 20:00:00,12,12
1999-08-09 20:00:00,13,11
1999-08-09 20:00:00,14,10
1999-08-09 20:00:00,15,9.2
1999-08-09 20:00:00,16,9
1999-08-09 20:00:00,17,9
1999-08-09 20:00:00,18,8.8
1999-08-09 20:00:00,19,8.8
1999-08-09 20:00:00,20,8.5
1999-08-09 20:00:00,21,8.2
1999-08-09 20:00:00,22,8.1
1999-08-09 20:00:00,23,8
1999-08-09 20:00:00,24,8
1999-08-09 20:00:00,25,8
1999-08-09 20:00:00,26,8
1999-08-09 20:00:00,27,7.9
1999-09-01 20:00:00,0.5,21.5
1999-09-01 20:00:00,1,22
1999-09-01 20:00:00,2,22
1999-09-01 20:00:00,3,22
1999-09-01 20:00:00,4,22
1999-09-01 20:00:00,5,21.5
1999-09-01 20:00:00,6,21.5
1999-09-01 20:00:00,7,21
1999-09-01 20:00:00,8,21
1999-09-01 20:00:00,9,21
1999-09-01 20:00:00,10,19
1999-09-01 20:00:00,11,15
1999-09-01 20:00:00,12,18
1999-09-01 20:00:00,13,11
1999-09-01 20:00:00,14,10.5
1999-09-01 20:00:00,15,10
1999-09-01 20:00:00,16,9.5
1999-09-01 20:00:00,17,9
1999-09-01 20:00:00,18,9
1999-09-01 20:00:00,19,9
1999-09-01 20:00:00,20,9
1999-09-01 20:00:00,21,8.5
1999-09-01 20:00:00,22,8
1999-09-01 20:00:00,23,8.5
1999-09-01 20:00:00,24,8
1999-09-01 20:00:00,25,8
1999-09-01 20:00:00,26,8
1999-09-20 20:00:00,0.5,18.5
1999-09-20 20:00:00,1,18.5
1999-09-20 20:00:00,2,18.5
1999-09-20 20:00:00,3,18.5
1999-09-20 20:00:00,4,18.5
1999-09-20 20:00:00,5,18.5
1999-09-20 20:00:00,6,18.5
1999-09-20 20:00:00,7,18.5
1999-09-20 20:00:00,8,18.5
1999-09-20 20:00:00,9,18.5
1999-09-20 20:00:00,10,18.4
1999-09-20 20:00:00,11,18
1999-09-20 20:00:00,12,17
1999-09-20 20:00:00,13,15
1999-09-20 20:00:00,14,12.5
1999-09-20 20:00:00,15,11.1
1999-09-20 20:00:00,16,10
1999-09-20 20:00:00,17,9.8
1999-09-20 20:00:00,18,9.5
1999-09-20 20:00:00,19,9.1
1999-09-20 20:00:00,20,9
1999-09-20 20:00:00,21,8.6
1999-09-20 20:00:00,22,8.5
1999-09-20 20:00:00,23,8.4
1999-09-20 20:00:00,24,8.4
1999-09-20 20:00:00,25,8.2
1999-09-20 20:00:00,26,8.1
1999-09-20 20:00:00,27,8
1999-09-20 20:00:00,28,8
1999-10-11 20:00:00,0.5,13.8
1999-10-11 20:00:00,1,14
1999-10-11 20:00:00,2,14
1999-10-11 20:00:00,3,14
1999-10-11 20:00:00,4,14
1999-10-11 20:00:00,5,14
1999-10-11 20:00:00,6,14
1999-10-11 20:00:00,7,14
1999-10-11 20:00:00,8,14
1999-10-11 20:00:00,9,14
1999-10-11 20:00:00,10,14
1999-10-11 20:00:00,11,14
1999-10-11 20:00:00,12,14
1999-10-11 20:00:00,13,14
1999-10-11 20:00:00,14,14
1999-10-11 20:00:00,15,14
1999-10-11 20:00:00,16,11
1999-10-11 20:00:00,17,10
1999-10-11 20:00:00,18,9.5
1999-10-11 20:00:00,19,9.5
1999-10-11 20:00:00,20,9
1999-10-11 20:00:00,21,9
1999-10-11 20:00:00,22,9
1999-10-11 20:00:00,23,9
1999-10-11 20:00:00,24,8.5
1999-10-11 20:00:00,25,8.5
1999-10-11 20:00:00,26,8.5
1999-10-11 20:00:00,27,8.5
1999-10-11 20:00:00,28,8.5
1999-10-11 20:00:00,29,8.5
2000-07-05 20:00:00,0.5,21.5
2000-07-05 20:00:00,1,21.5
2000-07-05 20:00:00,2,21.5
2000-07-05 20:00:00,3,21.4
2000-07-05 20:00:00,4,21.4
2000-07-05 20:00:00,5,21.4
2000-07-05 20:00:00,6,21.4
2000-07-05 20:00:00,7,18.3
2000-07-05 20:00:00,8,16.8
2000-07-05 20:00:00,9,15.2
2000-07-05 20:00:00,10,13.4
2000-07-05 20:00:00,11,12.6
2000-07-05 20:00:00,12,11.8
2000-07-05 20:00:00,13,11
2000-07-05 20:00:00,14,10.6
2000-07-05 20:00:00,15,10.5
2000-07-05 20:00:00,16,10.1
2000-07-05 20:00:00,17,9.4
2000-07-05 20:00:00,18,9.1
2000-07-05 20:00:00,19,8.9
2000-07-05 20:00:00,20,8.7
2000-07-05 20:00:00,21,8.6
2000-07-05 20:00:00,22,8.5
2000-07-05 20:00:00,23,8.3
2000-07-05 20:00:00,24,8.2
2000-07-05 20:00:00,25,8.2
2000-07-05 20:00:00,26,8.1
2000-07-05 20:00:00,27,8.1
2000-07-05 20:00:00,28,8.1
2000-07-05 20:00:00,29,8
2000-07-05 20:00:00,30,8
2000-07-23 20:00:00,0.5,21.2
2000-07-23 20:00:00,1,21
2000-07-23 20:00:00,2,20.9
2000-07-23 20:00:00,3,20.9
2000-07-23 20:00:00,4,20.8
2000-07-23 20:00:00,5,20.7
2000-07-23 20:00:00,6,20.6
2000-07-23 20:00:00,7,20.5
2000-07-23 20:00:00,8,19.1
2000-07-23 20:00:00,9,15.3
2000-07-23 20:00:00,10,14.2
2000-07-23 20:00:00,11,12.9
2000-07-23 20:00:00,12,11.8
2000-07-23 20:00:00,13,11.2
2000-07-23 20:00:00,14,10.6
2000-07-23 20:00:00,15,10
2000-07-23 20:00:00,16,9.7
2000-07-23 20:00:00,17,9.4
2000-07-23 20:00:00,18,9.4
2000-07-23 20:00:00,19,9.2
2000-07-23 20:00:00,20,9.1
2000-07-23 20:00:00,21,8.9
2000-07-23 20:00:00,22,8.8
2000-07-23 20:00:00,23,8.7
2000-07-23 20:00:00,24,8.7
2000-07-23 20:00:00,25,8.6
2000-07-23 20:00:00,26,8.4
2000-07-23 20:00:00,27,8.3
2000-07-23 20:00:00,28,8.2
2000-07-23 20:00:00,29,8.2
2000-08-12 20:00:00,0.5,21.9
2000-08-12 20:00:00,1,21.8
2000-08-12 20:00:00,2,21.8
2000-08-12 20:00:00,3,21.5
2000-08-12 20:00:00,4,21.4
2000-08-12 20:00:00,5,21.4
2000-08-12 20:00:00,6,21.4
2000-08-12 20:00:00,7,21.4
2000-08-12 20:00:00,8,19.5
2000-08-12 20:00:00,9,18.1
2000-08-12 20:00:00,10,15.1
2000-08-12 20:00:00,11,13.2
2000-08-12 20:00:00,12,12.2
2000-08-12 20:00:00,13,11.4
2000-08-12 20:00:00,14,10.7
2000-08-12 20:00:00,15,10.2
2000-08-12 20:00:00,16,9.8
2000-08-12 20:00:00,17,9.6
2000-08-12 20:00:00,18,9.5
2000-08-12 20:00:00,19,9.3
2000-08-12 20:00:00,20,9.2
2000-08-12 20:00:00,21,9
2000-08-12 20:00:00,22,8.8
2000-08-12 20:00:00,23,8.7
2000-08-12 20:00:00,24,8.7
2000-08-12 20:00:00,25,8.6
2000-08-12 20:00:00,26,8.6
2000-08-12 20:00:00,27,8.5
2000-08-12 20:00:00,28,8.5
2000-08-12 20:00:00,29,8.5
2000-09-05 20:00:00,0.5,20
2000-09-05 20:00:00,1,20.2
2000-09-05 20:00:00,2,20.2
2000-09-05 20:00:00,3,20.1
2000-09-05 20:00:00,4,20.1
2000-09-05 20:00:00,5,20.1
2000-09-05 20:00:00,6,20.1
2000-09-05 20:00:00,7,20.1
2000-09-05 20:00:00,8,20.1
2000-09-05 20:00:00,9,20.1
2000-09-05 20:00:00,10,16.4
2000-09-05 20:00:00,11,13.4
2000-09-05 20:00:00,12,12.3
2000-09-05 20:00:00,13,11.7
2000-09-05 20:00:00,14,10.8
2000-09-05 20:00:00,15,10.3
2000-09-05 20:00:00,16,10
2000-09-05 20:00:00,17,9.7
2000-09-05 20:00:00,18,9.6
2000-09-05 20:00:00,19,9.4
2000-09-05 20:00:00,20,9.2
2000-09-05 20:00:00,21,9.1
2000-09-05 20:00:00,22,9.1
2000-09-05 20:00:00,23,9
2000-09-05 20:00:00,24,8.9
2000-09-05 20:00:00,25,8.7
2000-09-05 20:00:00,26,8.7
2000-09-05 20:00:00,27,8.6
2000-09-05 20:00:00,28,8.5
2000-09-05 20:00:00,29,8.5
2000-10-02 20:00:00,0.5,16.6
2000-10-02 20:00:00,1,16.4
2000-10-02 20:00:00,2,16.3
2000-10-02 20:00:00,3,16.2
2000-10-02 20:00:00,4,16.2
2000-10-02 20:00:00,5,16
2000-10-02 20:00:00,6,15.9
2000-10-02 20:00:00,7,15.9
2000-10-02 20:00:00,8,15.8
2000-10-02 20:00:00,9,15.7
2000-10-02 20:00:00,10,15.7
2000-10-02 20:00:00,11,15.6
2000-10-02 20:00:00,12,15.6
2000-10-02 20:00:00,13,15.6
2000-10-02 20:00:00,14,15.6
2000-10-02 20:00:00,15,15.6
2000-10-02 20:00:00,16,10.5
2000-10-02 20:00:00,17,10.4
2000-10-02 20:00:00,18,10.5
2000-10-02 20:00:00,19,10.2
2000-10-02 20:00:00,20,10.1
2000-10-02 20:00:00,21,9.7
2000-10-02 20:00:00,22,9.5
2000-10-02 20:00:00,23,9.3
2000-10-02 20:00:00,24,9.1
2000-10-02 20:00:00,25,8.9
2000-10-02 20:00:00,26,8.8
2000-10-02 20:00:00,27,8.7
2001-05-29 20:00:00,0.5,13
2001-05-29 20:00:00,1,12.9
2001-05-29 20:00:00,2,12.9
2001-05-29 20:00:00,3,12.9
2001-05-29 20:00:00,4,12.8
2001-05-29 20:00:00,5,12.9
2001-05-29 20:00:00,6,12.8
2001-05-29 20:00:00,7,12.6
2001-05-29 20:00:00,8,9.1
2001-05-29 20:00:00,9,8.4
2001-05-29 20:00:00,10,8
2001-05-29 20:00:00,11,7.8
2001-05-29 20:00:00,12,7.6
2001-05-29 20:00:00,13,7.5
2001-05-29 20:00:00,14,7.3
2001-05-29 20:00:00,15,7.2
2001-05-29 20:00:00,16,7.1
2001-05-29 20:00:00,17,7.1
2001-05-29 20:00:00,18,6.9
2001-06-24 20:00:00,0.5,20.8
2001-06-24 20:00:00,1,20.7
2001-06-24 20:00:00,2,20.7
2001-06-24 20:00:00,3,20.6
2001-06-24 20:00:00,4,20.5
2001-06-24 20:00:00,5,18.2
2001-06-24 20:00:00,6,14.5
2001-06-24 20:00:00,7,13.6
2001-06-24 20:00:00,8,12.2
2001-06-24 20:00:00,9,11
2001-06-24 20:00:00,10,10
2001-06-24 20:00:00,11,9.2
2001-06-24 20:00:00,12,8.9
2001-06-24 20:00:00,13,8.4
2001-06-24 20:00:00,14,8.3
2001-06-24 20:00:00,15,8.1
2001-06-24 20:00:00,27,7.2
2001-07-22 20:00:00,0.5,22.8
2001-07-22 20:00:00,1,22.6
2001-07-22 20:00:00,2,22.6
2001-07-22 20:00:00,3,22.5
2001-07-22 20:00:00,4,22.4
2001-07-22 20:00:00,5,21.7
2001-07-22 20:00:00,6,21.1
2001-07-22 20:00:00,7,19.9
2001-07-22 20:00:00,8,14.5
2001-07-22 20:00:00,9,12.7
2001-07-22 20:00:00,10,11.3
2001-07-22 20:00:00,11,10.4
2001-07-22 20:00:00,12,9.8
2001-07-22 20:00:00,13,9.2
2001-07-22 20:00:00,14,8.8
2001-07-22 20:00:00,15,8.5
2001-07-22 20:00:00,16,8.3
2001-07-22 20:00:00,17,8.1
2001-07-22 20:00:00,18,8
2001-07-22 20:00:00,19,7.9
2001-07-22 20:00:00,20,7.8
2001-07-22 20:00:00,21,7.7
2001-07-22 20:00:00,22,7.7
2001-07-22 20:00:00,23,7.6
2001-07-22 20:00:00,24,7.5
2001-07-22 20:00:00,25,7.4
2001-07-22 20:00:00,26,7.4
2001-07-22 20:00:00,27,7.4
2001-07-22 20:00:00,28,7.4
2001-07-22 20:00:00,29,7.4
2001-08-20 20:00:00,0.5,23.3
2001-08-20 20:00:00,1,23.3
2001-08-20 20:00:00,2,23.3
2001-08-20 20:00:00,3,23.4
2001-08-20 20:00:00,4,23.4
2001-08-20 20:00:00,5,23.4
2001-08-20 20:00:00,6,23.4
2001-08-20 20:00:00,7,23.3
2001-08-20 20:00:00,8,17.3
2001-08-20 20:00:00,9,14.4
2001-08-20 20:00:00,10,12.5
2001-08-20 20:00:00,11,11.2
2001-08-20 20:00:00,12,10.4
2001-08-20 20:00:00,13,9.8
2001-08-20 20:00:00,14,9.4
2001-08-20 20:00:00,15,8.9
2001-08-20 20:00:00,16,8.6
2001-08-20 20:00:00,17,8.4
2001-08-20 20:00:00,18,8.2
2001-08-20 20:00:00,19,8.2
2001-08-20 20:00:00,20,8
2001-08-20 20:00:00,21,7.9
2001-08-20 20:00:00,22,7.8
2001-08-20 20:00:00,23,7.7
2001-08-20 20:00:00,24,7.6
2001-08-20 20:00:00,25,7.6
2001-08-20 20:00:00,26,7.5
2001-08-20 20:00:00,27,7.5
2001-08-20 20:00:00,28,7.5
2001-08-20 20:00:00,29,7.5
2001-09-16 20:00:00,0.5,19.4
2001-09-16 20:00:00,1,19.4
2001-09-16 20:00:00,2,19.4
2001-09-16 20:00:00,3,19.4
2001-09-16 20:00:00,4,19.4
2001-09-16 20:00:00,5,19.4
2001-09-16 20:00:00,6,19.4
2001-09-16 20:00:00,7,19.4
2001-09-16 20:00:00,8,18.7
2001-09-16 20:00:00,9,18.5
2001-09-16 20:00:00,10,15.1
2001-09-16 20:00:00,11,12.6
2001-09-16 20:00:00,12,10.9
2001-09-16 20:00:00,13,10
2001-09-16 20:00:00,14,9.6
2001-09-16 20:00:00,15,9.2
2001-09-16 20:00:00,16,8.8
2001-09-16 20:00:00,17,8.6
2001-09-16 20:00:00,18,8.4
2001-09-16 20:00:00,19,8.3
2001-09-16 20:00:00,20,8.2
2001-09-16 20:00:00,21,8
2001-09-16 20:00:00,22,7.9
2001-09-16 20:00:00,23,7.8
2001-09-16 20:00:00,24,7.7
2001-09-16 20:00:00,25,7.6
2001-09-16 20:00:00,26,7.5
2002-06-16 20:00:00,0.5,16
2002-06-16 20:00:00,1,15.9
2002-06-16 20:00:00,2,15.7
2002-06-16 20:00:00,3,15.6
2002-06-16 20:00:00,4,15.5
2002-06-16 20:00:00,5,15.5
2002-06-16 20:00:00,6,15.5
2002-06-16 20:00:00,7,15.4
2002-06-16 20:00:00,8,14.8
2002-06-16 20:00:00,9,13.4
2002-06-16 20:00:00,10,12.7
2002-06-16 20:00:00,11,11.8
2002-06-16 20:00:00,12,11.3
2002-06-16 20:00:00,13,10.8
2002-06-16 20:00:00,14,10.7
2002-06-16 20:00:00,15,10.5
2002-06-16 20:00:00,16,10.4
2002-06-16 20:00:00,17,10.1
2002-06-16 20:00:00,18,10
2002-06-16 20:00:00,19,10
2002-06-16 20:00:00,20,9.9
2002-06-16 20:00:00,21,9.9
2002-06-16 20:00:00,22,9.7
2002-06-16 20:00:00,23,9.7
2002-06-16 20:00:00,24,9.6
2002-06-16 20:00:00,25,9.6
2002-06-16 20:00:00,26,9.6
2002-06-16 20:00:00,27,9.5
2002-06-16 20:00:00,28,9.5
2002-06-16 20:00:00,29,9.4
2002-07-28 20:00:00,0.5,22.7
2002-07-28 20:00:00,1,22.6
2002-07-28 20:00:00,2,22.4
2002-07-28 20:00:00,3,22.4
2002-07-28 20:00:00,4,22.3
2002-07-28 20:00:00,5,22.3
2002-07-28 20:00:00,6,22.2
2002-07-28 20:00:00,7,21.9
2002-07-28 20:00:00,8,19.6
2002-07-28 20:00:00,9,17.2
2002-07-28 20:00:00,10,15.3
2002-07-28 20:00:00,11,13.8
2002-07-28 20:00:00,12,12.9
2002-07-28 20:00:00,13,12.3
2002-07-28 20:00:00,14,11.8
2002-07-28 20:00:00,15,11.5
2002-07-28 20:00:00,16,11
2002-07-28 20:00:00,17,10.8
2002-07-28 20:00:00,18,10.7
2002-07-28 20:00:00,19,10.7
2002-07-28 20:00:00,20,10.4
2002-07-28 20:00:00,21,10.3
2002-07-28 20:00:00,22,10
2002-07-28 20:00:00,23,10
2002-07-28 20:00:00,24,9.9
2002-07-28 20:00:00,25,9.8
2002-07-28 20:00:00,26,9.8
2002-07-28 20:00:00,27,9.8
2002-07-28 20:00:00,28,9.8
2002-07-28 20:00:00,29,9.5
2002-08-18 20:00:00,0.5,24.7
2002-08-18 20:00:00,1,24.7
2002-08-18 20:00:00,2,24.7
2002-08-18 20:00:00,3,24.7
2002-08-18 20:00:00,4,24.7
2002-08-18 20:00:00,5,24.7
2002-08-18 20:00:00,6,23.8
2002-08-18 20:00:00,7,22.9
2002-08-18 20:00:00,8,21.5
2002-08-18 20:00:00,9,20.3
2002-08-18 20:00:00,10,16.8
2002-08-18 20:00:00,11,14.8
2002-08-18 20:00:00,12,13.6
2002-08-18 20:00:00,13,12.6
2002-08-18 20:00:00,14,11.9
2002-08-18 20:00:00,15,11.3
2002-08-18 20:00:00,16,11.2
2002-08-18 20:00:00,17,10.9
2002-08-18 20:00:00,18,10.8
2002-08-18 20:00:00,19,10.7
2002-08-18 20:00:00,20,10.6
2002-08-18 20:00:00,21,10.3
2002-08-18 20:00:00,22,10.1
2002-08-18 20:00:00,23,10
2002-08-18 20:00:00,24,10
2002-08-18 20:00:00,25,9.9
2002-08-18 20:00:00,26,9.9
2002-08-18 20:00:00,27,9.9
2002-08-18 20:00:00,28,9.7
2002-09-29 20:00:00,0.5,18
2002-09-29 20:00:00,1,18.3
2002-09-29 20:00:00,2,18.3
2002-09-29 20:00:00,3,18.3
2002-09-29 20:00:00,4,18.4
2002-09-29 20:00:00,5,18.4
2002-09-29 20:00:00,6,18.4
2002-09-29 20:00:00,7,18.4
2002-09-29 20:00:00,8,18.4
2002-09-29 20:00:00,9,18.4
2002-09-29 20:00:00,10,18.4
2002-09-29 20:00:00,11,18.4
2002-09-29 20:00:00,12,17.3
2002-09-29 20:00:00,13,15.1
2002-09-29 20:00:00,14,13.2
2002-09-29 20:00:00,15,12.3
2002-09-29 20:00:00,16,11.6
2002-09-29 20:00:00,17,11.3
2002-09-29 20:00:00,18,11.1
2002-09-29 20:00:00,19,10.9
2002-09-29 20:00:00,20,10.7
2002-09-29 20:00:00,21,10.6
2002-09-29 20:00:00,22,10.5
2002-09-29 20:00:00,23,10.4
2002-09-29 20:00:00,24,10.3
2002-09-29 20:00:00,25,10.2
2002-09-29 20:00:00,26,10
2002-09-29 20:00:00,27,9.9
2002-09-29 20:00:00,28,9.9
2002-09-29 20:00:00,29,9.7
2003-06-22 20:00:00,0.5,18.8
2003-06-22 20:00:00,1,18.7
2003-06-22 20:00:00,2,18.6
2003-06-22 20:00:00,3,18.5
2003-06-22 20:00:00,4,18.1
2003-06-22 20:00:00,5,17.1
2003-06-22 20:00:00,6,15.9
2003-06-22 20:00:00,7,15.1
2003-06-22 20:00:00,8,14
2003-06-22 20:00:00,9,12.1
2003-06-22 20:00:00,10,10.2
2003-06-22 20:00:00,11,9.5
2003-06-22 20:00:00,12,8.9
2003-06-22 20:00:00,13,8.7
2003-06-22 20:00:00,14,8.4
2003-06-22 20:00:00,15,8
2003-06-22 20:00:00,16,7.7
2003-06-22 20:00:00,17,7.5
2003-06-22 20:00:00,18,7.4
2003-06-22 20:00:00,19,7.3
2003-06-22 20:00:00,20,7.2
2003-06-22 20:00:00,21,7.2
2003-06-22 20:00:00,22,7
2003-06-22 20:00:00,23,7
2003-06-22 20:00:00,24,6.9
2003-06-22 20:00:00,25,6.8
2003-06-22 20:00:00,26,6.8
2003-06-22 20:00:00,27,6.8
2003-06-22 20:00:00,28,6.7
2003-06-22 20:00:00,29,6.7
2003-08-17 20:00:00,0.5,24.4
2003-08-17 20:00:00,1,24.4
2003-08-17 20:00:00,2,24.4
2003-08-17 20:00:00,3,24.4
2003-08-17 20:00:00,4,24.3
2003-08-17 20:00:00,5,24.3
2003-08-17 20:00:00,6,24.3
2003-08-17 20:00:00,7,22.7
2003-08-17 20:00:00,8,18.1
2003-08-17 20:00:00,9,16.2
2003-08-17 20:00:00,10,13.8
2003-08-17 20:00:00,11,12.2
2003-08-17 20:00:00,12,11.1
