"",-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
149.8333,NaN,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.7000E+001,-2.6500E+001,-2.6000E+001,-2.5500E+001,-2.5000E+001,-2.4500E+001,-2.4000E+001,-2.3500E+001,-2.3000E+001,-2.2500E+001,-2.2000E+001,-2.1500E+001,-2.1000E+001,-2.0500E+001,-2.0000E+001,-1.9500E+001,-1.9000E+001,-1.8500E+001,-1.8000E+001,-1.7500E+001,-1.7000E+001,-1.6500E+001,-1.6000E+001,-1.5500E+001,-1.5000E+001,-1.4500E+001,-1.4000E+001,-1.3500E+001,-1.3000E+001,-1.2500E+001,-1.2000E+001,-1.1500E+001,-1.1000E+001,-1.0500E+001,-1.0000E+001,-9.5000E+000,-9.0000E+000,-8.5000E+000,-8.0000E+000,-7.5000E+000,-7.0000E+000,-6.5000E+000,-6.0000E+000,-5.5000E+000,-5.0000E+000,-4.5000E+000,-4.0000E+000,-3.5000E+000,-3.0000E+000,-2.3333E+000,-1.6667E+000,-1.0000E+000
150.8333,NaN,3.7049E-011,9.1166E-012,1.1336E-011,1.5028E-011,1.1371E-011,1.0376E-011,9.7246E-012,1.0053E-011,1.4369E-011,5.0586E-011,1.5711E-010,3.4980E-010,6.0989E-010,9.9241E-010,1.4355E-009,1.7323E-009,1.7815E-009,1.6029E-009,1.2939E-009,1.0958E-009,1.3533E-009,2.1864E-009,3.7930E-009,5.2990E-009,6.5283E-009,7.5891E-009,8.5663E-009,9.2017E-009,9.2080E-009,8.6155E-009,7.6475E-009,6.8058E-009,6.3212E-009,5.7823E-009,4.8721E-009,3.9690E-009,3.6673E-009,4.1602E-009,5.5891E-009,6.9641E-009,7.6503E-009,7.8302E-009,7.7175E-009,7.3985E-009,7.1130E-009,6.5984E-009,5.6862E-009,4.7447E-009,4.1976E-009,4.2993E-009,5.7823E-009,7.3040E-009,7.8318E-009,9.4375E-009,1.6144E-008,2.3404E-008,2.6189E-008,2.5594E-008,1.6783E-008,8.4724E-009,1.6145E-008,6.7687E-008,1.1788E-007,2.0822E-007,1.0338E-006,1.0780E-006
151.8333,NaN,3.5798E-010,1.4587E-010,2.3901E-010,3.8411E-010,2.3916E-010,2.3661E-010,3.2446E-010,4.6225E-010,6.1434E-010,7.6720E-010,1.0299E-009,1.2842E-009,1.4166E-009,1.6196E-009,1.8751E-009,2.0822E-009,2.3400E-009,2.6846E-009,3.1305E-009,3.7003E-009,4.4223E-009,5.2229E-009,6.1415E-009,6.9647E-009,7.6557E-009,8.2074E-009,8.6595E-009,8.9445E-009,9.0781E-009,9.0076E-009,8.7962E-009,8.4082E-009,7.8979E-009,7.2279E-009,6.6955E-009,6.4482E-009,6.4821E-009,6.8371E-009,7.3835E-009,7.9850E-009,8.5043E-009,8.8426E-009,8.8547E-009,8.6533E-009,8.2391E-009,7.6640E-009,7.1042E-009,6.6750E-009,6.5385E-009,6.8840E-009,7.8625E-009,9.4081E-009,1.1637E-008,1.5143E-008,2.0316E-008,2.5906E-008,2.9307E-008,2.9595E-008,2.8386E-008,3.3253E-008,5.5820E-008,7.6050E-008,1.2431E-007,1.6356E-007,3.7238E-007,4.1506E-007
152.8333,NaN,1.8236E-009,7.4512E-010,9.6255E-010,1.3581E-009,8.0227E-010,7.6557E-010,9.8594E-010,1.3108E-009,1.6407E-009,1.9417E-009,2.4103E-009,2.8478E-009,3.0169E-009,3.3449E-009,3.7944E-009,4.1622E-009,4.6954E-009,5.2512E-009,5.9016E-009,6.6182E-009,7.4161E-009,8.1511E-009,8.9516E-009,9.5348E-009,9.9614E-009,1.0284E-008,1.0597E-008,1.0842E-008,1.1058E-008,1.1178E-008,1.1254E-008,1.1183E-008,1.0968E-008,1.0479E-008,1.0109E-008,1.0009E-008,1.0071E-008,1.0353E-008,1.0678E-008,1.1033E-008,1.1356E-008,1.1591E-008,1.1556E-008,1.1388E-008,1.1057E-008,1.0622E-008,1.0304E-008,1.0198E-008,1.0422E-008,1.1160E-008,1.2625E-008,1.4967E-008,1.8370E-008,2.2974E-008,2.8583E-008,3.4349E-008,3.9339E-008,4.3698E-008,4.9817E-008,5.9974E-008,1.0728E-007,1.4584E-007,1.6271E-007,1.3854E-007,2.2605E-007,3.6203E-007
153.8333,NaN,1.0961E-008,4.4756E-009,5.2390E-009,7.4771E-009,4.4159E-009,3.9530E-009,4.4827E-009,6.0007E-009,7.4254E-009,8.2848E-009,1.0196E-008,1.1053E-008,1.1706E-008,1.2275E-008,1.3280E-008,1.3686E-008,1.4020E-008,1.5256E-008,1.5833E-008,1.6659E-008,1.7449E-008,1.8638E-008,1.9311E-008,2.0118E-008,2.0508E-008,2.0716E-008,2.0871E-008,2.1325E-008,2.1916E-008,2.2518E-008,2.3232E-008,2.3787E-008,2.4098E-008,2.3713E-008,2.3474E-008,2.3627E-008,2.3821E-008,2.4247E-008,2.4488E-008,2.4725E-008,2.4952E-008,2.5190E-008,2.5125E-008,2.5117E-008,2.5059E-008,2.5022E-008,2.5444E-008,2.6423E-008,2.8092E-008,3.0773E-008,3.4735E-008,4.0212E-008,4.7495E-008,5.6898E-008,6.8609E-008,8.2974E-008,1.0146E-007,1.3151E-007,1.9479E-007,2.2070E-007,2.2920E-007,1.3664E-007,1.4958E-007,2.1632E-007,3.7707E-007,6.0335E-007
154.8333,NaN,1.5705E-008,6.4200E-009,7.4810E-009,1.0507E-008,6.0016E-009,5.3787E-009,5.9954E-009,7.9080E-009,9.6612E-009,1.1274E-008,1.2621E-008,1.3225E-008,1.3626E-008,1.4219E-008,1.4683E-008,1.5076E-008,1.5385E-008,1.6173E-008,1.6264E-008,1.6625E-008,1.6951E-008,1.7787E-008,1.7838E-008,1.8781E-008,1.9084E-008,1.9169E-008,1.9077E-008,1.9357E-008,1.9628E-008,2.0302E-008,2.1078E-008,2.1868E-008,2.2448E-008,2.2979E-008,2.2603E-008,2.2846E-008,2.3243E-008,2.3804E-008,2.4185E-008,2.4561E-008,2.4988E-008,2.5517E-008,2.5893E-008,2.6434E-008,2.7063E-008,2.7805E-008,2.9080E-008,3.0987E-008,3.3595E-008,3.7173E-008,4.1895E-008,4.7912E-008,5.5447E-008,6.4647E-008,7.5252E-008,8.6629E-008,9.6777E-008,9.9731E-008,8.5084E-008,7.6599E-008,1.0778E-007,8.3698E-008,8.9710E-008,1.2001E-007,2.0076E-007,3.1075E-007
155.8333,NaN,8.0777E-009,3.3134E-009,4.0679E-009,5.4535E-009,3.0343E-009,2.8534E-009,3.4903E-009,4.6906E-009,5.7551E-009,6.3439E-009,7.4436E-009,7.7140E-009,7.9541E-009,8.1045E-009,8.4334E-009,8.4573E-009,8.4373E-009,8.8780E-009,8.9637E-009,9.1923E-009,9.3938E-009,9.8113E-009,9.8674E-009,1.0279E-008,1.0388E-008,1.0433E-008,1.0440E-008,1.0634E-008,1.0866E-008,1.1269E-008,1.1769E-008,1.2244E-008,1.2626E-008,1.2851E-008,1.2780E-008,1.3062E-008,1.3371E-008,1.3787E-008,1.4125E-008,1.4476E-008,1.4874E-008,1.5353E-008,1.5766E-008,1.6282E-008,1.6864E-008,1.7512E-008,1.8473E-008,1.9805E-008,2.1527E-008,2.3754E-008,2.6533E-008,2.9836E-008,3.3645E-008,3.7847E-008,4.2089E-008,4.5807E-008,4.8162E-008,4.7780E-008,4.3294E-008,3.5684E-008,4.4258E-008,8.3098E-008,1.4602E-007,1.0878E-007,1.7859E-007,3.1390E-007
156.8333,NaN,8.9947E-009,3.6543E-009,4.5046E-009,6.0116E-009,3.4315E-009,3.2351E-009,4.0523E-009,5.2449E-009,6.2411E-009,6.8704E-009,7.9777E-009,8.7031E-009,8.4895E-009,8.6521E-009,9.0218E-009,9.0410E-009,9.0447E-009,9.4808E-009,9.5873E-009,9.9213E-009,1.0317E-008,1.0585E-008,1.0956E-008,1.1101E-008,1.1163E-008,1.1230E-008,1.1421E-008,1.1686E-008,1.2084E-008,1.2548E-008,1.3133E-008,1.3689E-008,1.4152E-008,1.4234E-008,1.4402E-008,1.4797E-008,1.5210E-008,1.5770E-008,1.6234E-008,1.6735E-008,1.7299E-008,1.7970E-008,1.8552E-008,1.9275E-008,2.0057E-008,2.0903E-008,2.2114E-008,2.3725E-008,2.5739E-008,2.8270E-008,3.1313E-008,3.4799E-008,3.8670E-008,4.2778E-008,4.6730E-008,5.0085E-008,5.2853E-008,5.7142E-008,7.7856E-008,1.8397E-007,1.8528E-007,1.4825E-007,1.6514E-007,2.1712E-007,3.6723E-007,5.9428E-007
157.8333,NaN,1.4491E-008,5.9287E-009,6.9111E-009,9.6703E-009,5.4936E-009,4.9215E-009,5.4800E-009,7.2069E-009,8.7631E-009,1.0169E-008,1.1293E-008,1.1740E-008,1.2000E-008,1.2418E-008,1.2721E-008,1.2956E-008,1.3204E-008,1.3794E-008,1.3791E-008,1.4027E-008,1.4246E-008,1.4913E-008,1.4931E-008,1.5735E-008,1.6022E-008,1.6143E-008,1.6131E-008,1.6462E-008,1.6814E-008,1.7545E-008,1.8422E-008,1.9328E-008,2.0098E-008,2.0826E-008,2.0840E-008,2.1494E-008,2.2287E-008,2.3289E-008,2.4179E-008,2.5121E-008,2.6164E-008,2.7358E-008,2.8413E-008,2.9639E-008,3.0922E-008,3.2246E-008,3.4062E-008,3.6408E-008,3.9249E-008,4.2750E-008,4.6882E-008,5.1656E-008,5.7255E-008,6.3942E-008,7.1646E-008,7.9448E-008,8.5054E-008,8.3043E-008,7.5930E-008,7.7374E-008,9.1660E-008,5.8139E-008,7.0205E-008,1.0536E-007,1.8664E-007,2.9527E-007
