"",-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
149.8333,NaN,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
150.8333,NaN,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,2.2043E-012,7.0712E-011,1.9128E-010,4.3587E-010,7.5896E-010,1.2540E-009,1.8252E-009,2.2072E-009,2.2701E-009,2.0450E-009,1.6513E-009,1.3548E-009,1.6190E-009,2.7094E-009,4.8308E-009,6.7435E-009,8.3035E-009,9.6500E-009,1.0894E-008,1.1704E-008,1.1710E-008,1.0957E-008,9.7243E-009,8.6548E-009,8.0411E-009,7.3612E-009,6.2002E-009,5.0491E-009,4.6670E-009,5.2905E-009,7.1103E-009,8.8588E-009,9.7289E-009,9.9560E-009,9.8149E-009,9.4072E-009,9.0461E-009,8.3936E-009,7.2317E-009,6.0345E-009,5.3396E-009,5.4669E-009,7.3538E-009,9.2886E-009,9.9566E-009,1.1991E-008,2.0514E-008,2.9738E-008,3.3272E-008,3.2526E-008,2.1321E-008,1.0390E-008,1.7125E-008,4.3631E-008,1.5528E-008,2.7763E-009,8.1178E-009,0.0000E+000
151.8333,NaN,0.0000E+000,1.3255E-010,2.7315E-010,4.3896E-010,2.0287E-010,2.3200E-010,3.9227E-010,5.6178E-010,7.5399E-010,9.2804E-010,1.2527E-009,1.5808E-009,1.7352E-009,1.9914E-009,2.3228E-009,2.5864E-009,2.8925E-009,3.3476E-009,3.8879E-009,4.6031E-009,5.4948E-009,6.5282E-009,7.6540E-009,8.7239E-009,9.6012E-009,1.0306E-008,1.0870E-008,1.1238E-008,1.1398E-008,1.1313E-008,1.1031E-008,1.0543E-008,9.8838E-009,9.0699E-009,8.3767E-009,8.0483E-009,8.1063E-009,8.5428E-009,9.2545E-009,1.0015E-008,1.0677E-008,1.1096E-008,1.1127E-008,1.0859E-008,1.0342E-008,9.6228E-009,8.9052E-009,8.3632E-009,8.1921E-009,8.6283E-009,9.8703E-009,1.1820E-008,1.4622E-008,1.9050E-008,2.5616E-008,3.2673E-008,3.6943E-008,3.7145E-008,3.4749E-008,3.7618E-008,5.5135E-008,4.8765E-008,5.5441E-009,3.3515E-009,1.6929E-010,0.0000E+000
152.8333,NaN,0.0000E+000,7.5224E-010,1.1240E-009,1.7089E-009,7.1197E-010,7.7945E-010,1.2060E-009,1.6097E-009,2.0325E-009,2.3679E-009,2.9508E-009,3.5213E-009,3.7048E-009,4.1213E-009,4.7106E-009,5.1795E-009,5.8065E-009,6.5617E-009,7.3450E-009,8.2479E-009,9.2198E-009,1.0189E-008,1.1128E-008,1.1916E-008,1.2453E-008,1.2866E-008,1.3238E-008,1.3555E-008,1.3808E-008,1.3967E-008,1.4034E-008,1.3948E-008,1.3652E-008,1.3105E-008,1.2604E-008,1.2445E-008,1.2552E-008,1.2877E-008,1.3321E-008,1.3759E-008,1.4170E-008,1.4451E-008,1.4441E-008,1.4203E-008,1.3795E-008,1.3261E-008,1.2836E-008,1.2698E-008,1.2979E-008,1.3890E-008,1.5723E-008,1.8649E-008,2.2906E-008,2.8677E-008,3.5715E-008,4.2919E-008,4.8985E-008,5.3812E-008,6.0329E-008,7.4056E-008,8.3754E-008,6.6790E-009,2.7846E-010,0.0000E+000,0.0000E+000,0.0000E+000
153.8333,NaN,0.0000E+000,4.5127E-009,5.9562E-009,9.2960E-009,3.9660E-009,3.9568E-009,5.1719E-009,7.1838E-009,9.0379E-009,9.7853E-009,1.2284E-008,1.3094E-008,1.4066E-008,1.4679E-008,1.6102E-008,1.6667E-008,1.7021E-008,1.8810E-008,1.9509E-008,2.0656E-008,2.1642E-008,2.3275E-008,2.3969E-008,2.5106E-008,2.5574E-008,2.5874E-008,2.6092E-008,2.6702E-008,2.7369E-008,2.8167E-008,2.8949E-008,2.9675E-008,2.9957E-008,2.9809E-008,2.9344E-008,2.9374E-008,2.9758E-008,3.0140E-008,3.0603E-008,3.0846E-008,3.1139E-008,3.1355E-008,3.1427E-008,3.1279E-008,3.1240E-008,3.1253E-008,3.1649E-008,3.2851E-008,3.4942E-008,3.8230E-008,4.3185E-008,5.0014E-008,5.9087E-008,7.0752E-008,8.5200E-008,1.0260E-007,1.2416E-007,1.5323E-007,1.7369E-007,8.2375E-008,6.9255E-009,4.4911E-009,9.6567E-011,0.0000E+000,0.0000E+000,0.0000E+000
154.8333,NaN,0.0000E+000,6.6872E-009,8.6579E-009,1.3666E-008,5.7092E-009,5.6745E-009,7.0210E-009,9.5613E-009,1.1726E-008,1.3744E-008,1.5280E-008,1.5889E-008,1.6457E-008,1.7229E-008,1.7763E-008,1.8357E-008,1.8722E-008,1.9866E-008,1.9949E-008,2.0511E-008,2.0902E-008,2.2115E-008,2.2028E-008,2.3324E-008,2.3672E-008,2.3823E-008,2.3723E-008,2.4173E-008,2.4540E-008,2.5462E-008,2.6373E-008,2.7407E-008,2.8029E-008,2.8894E-008,2.8358E-008,2.8555E-008,2.9203E-008,2.9750E-008,3.0388E-008,3.0797E-008,3.1334E-008,3.1906E-008,3.2537E-008,3.3068E-008,3.3899E-008,3.4910E-008,3.6387E-008,3.8781E-008,4.2084E-008,4.6523E-008,5.2463E-008,5.9985E-008,6.9376E-008,8.0792E-008,9.3932E-008,1.0770E-007,1.1891E-007,1.1851E-007,8.7720E-008,3.4605E-008,5.3336E-009,4.0899E-009,1.1641E-010,0.0000E+000,0.0000E+000,0.0000E+000
155.8333,NaN,0.0000E+000,3.5202E-009,4.8312E-009,7.3079E-009,2.9231E-009,3.0747E-009,4.2135E-009,5.7545E-009,7.1233E-009,7.7378E-009,9.1800E-009,9.4068E-009,9.7682E-009,9.9118E-009,1.0374E-008,1.0429E-008,1.0386E-008,1.1023E-008,1.1118E-008,1.1443E-008,1.1691E-008,1.2267E-008,1.2292E-008,1.2843E-008,1.2968E-008,1.3038E-008,1.3052E-008,1.3325E-008,1.3617E-008,1.4147E-008,1.4744E-008,1.5357E-008,1.5797E-008,1.6165E-008,1.6057E-008,1.6358E-008,1.6801E-008,1.7269E-008,1.7751E-008,1.8168E-008,1.8671E-008,1.9240E-008,1.9815E-008,2.0412E-008,2.1159E-008,2.2005E-008,2.3172E-008,2.4853E-008,2.7031E-008,2.9816E-008,3.3310E-008,3.7442E-008,4.2191E-008,4.7392E-008,5.2619E-008,5.7130E-008,5.9896E-008,5.9339E-008,5.3830E-008,3.7911E-008,1.5103E-008,9.7606E-009,1.3395E-009,2.1158E-009,6.2894E-010,0.0000E+000
156.8333,NaN,0.0000E+000,3.7543E-009,5.3096E-009,7.9018E-009,3.1055E-009,3.3496E-009,4.9491E-009,6.4642E-009,7.7471E-009,8.4225E-009,9.7924E-009,1.0754E-008,1.0393E-008,1.0625E-008,1.1164E-008,1.1213E-008,1.1204E-008,1.1846E-008,1.1963E-008,1.2391E-008,1.2828E-008,1.3256E-008,1.3589E-008,1.3874E-008,1.3948E-008,1.4037E-008,1.4232E-008,1.4578E-008,1.5042E-008,1.5638E-008,1.6320E-008,1.7026E-008,1.7558E-008,1.7812E-008,1.7952E-008,1.8369E-008,1.8944E-008,1.9567E-008,2.0214E-008,2.0807E-008,2.1508E-008,2.2298E-008,2.3095E-008,2.3926E-008,2.4917E-008,2.6005E-008,2.7448E-008,2.9443E-008,3.1949E-008,3.5056E-008,3.8826E-008,4.3123E-008,4.7884E-008,5.2924E-008,5.7804E-008,6.1942E-008,6.5292E-008,6.9581E-008,8.2308E-008,7.3892E-008,1.0206E-008,1.9056E-009,2.2512E-010,0.0000E+000,0.0000E+000,0.0000E+000
157.8333,NaN,0.0000E+000,6.1912E-009,8.0137E-009,1.2663E-008,5.2455E-009,5.2058E-009,6.4220E-009,8.7175E-009,1.0637E-008,1.2400E-008,1.3672E-008,1.4100E-008,1.4485E-008,1.5035E-008,1.5376E-008,1.5743E-008,1.6060E-008,1.6926E-008,1.6894E-008,1.7284E-008,1.7542E-008,1.8523E-008,1.8411E-008,1.9519E-008,1.9850E-008,2.0040E-008,2.0039E-008,2.0543E-008,2.1010E-008,2.1994E-008,2.3031E-008,2.4203E-008,2.5069E-008,2.6176E-008,2.6142E-008,2.6847E-008,2.7982E-008,2.9089E-008,3.0359E-008,3.1481E-008,3.2795E-008,3.4202E-008,3.5689E-008,3.7085E-008,3.8743E-008,4.0496E-008,4.2652E-008,4.5599E-008,4.9195E-008,5.3533E-008,5.8741E-008,6.4730E-008,7.1774E-008,8.0205E-008,8.9968E-008,9.9843E-008,1.0680E-007,1.0254E-007,6.7406E-008,1.8728E-008,2.2313E-009,1.0387E-009,1.4446E-011,0.0000E+000,0.0000E+000,0.0000E+000
