!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
1979-03-23 00:00:00	5.2216412	0	10000	8.9279304	56.448019	0.20246837	231.58487	0
1979-03-24 00:00:00	13.655683	0	10000	8.0366709	75.713013	0.51388761	197.06315	1.5534723e-11
1979-03-25 00:00:00	11.176573	0	10000	9.9233439	87.760282	0.60147867	181.05043	5.5280094e-11
1979-03-26 00:00:00	9.3807561	0	10000	3.7587474	74.529604	0.82197101	137.58883	1.4814815e-13
1979-03-27 00:00:00	14.201364	0	10000	-4.1524961	41.271014	0.78585543	151.84844	0
1979-03-28 00:00:00	7.989333	0	10000	-2.0595777	45.518276	0.14839188	251.39158	0
1979-03-29 00:00:00	8.0626533	0	10000	1.8150052	80.768756	0.98540656	93.088355	1.3390046e-11
1979-03-30 00:00:00	5.7995621	0	10000	4.7737556	91.604048	1	56.234395	1.7579861e-11
1979-03-31 00:00:00	5.8826092	0	10000	8.0441706	87.778528	0.94790219	105.90717	1.8131945e-11
1979-04-01 00:00:00	6.6534735	0	10000	6.8750066	84.457946	0.88559795	126.66442	1.5046296e-13
1979-04-02 00:00:00	12.590842	0	10000	1.6379232	89.731024	1	67.290805	2.2974537e-10
1979-04-03 00:00:00	5.9246049	0	10000	5.0770915	77.242888	0.75573134	166.78796	1.7990741e-11
1979-04-04 00:00:00	7.7573945	0	10000	2.653758	67.87741	0.46470021	232.35161	1.0803241e-11
1979-04-05 00:00:00	8.6377715	0	10000	2.0475085	82.111049	0.84693756	144.86477	9.4690971e-11
1979-04-06 00:00:00	11.314379	0	10000	0.17333883	68.305958	1	87.914102	4.8530093e-12
1979-04-07 00:00:00	17.045118	0	10000	-2.0212438	69.226303	0.97067895	108.31504	2.2546296e-12
1979-04-08 00:00:00	10.605275	0	10000	-2.0570791	58.132274	0.45826159	244.17229	1.1357638e-11
1979-04-09 00:00:00	6.9930033	0	10000	-1.5654154	87.56488	1	90.51914	2.0934722e-10
1979-04-10 00:00:00	13.36373	0	10000	0.091671244	82.083691	0.73331273	184.72301	2.7986112e-11
1979-04-11 00:00:00	11.624172	0	10000	-0.37623698	70.22971	0.34202027	265.76058	0
1979-04-12 00:00:00	9.1656175	0	10000	2.4308411	64.371683	0.38595219	260.99757	0
1979-04-13 00:00:00	7.069254	0	10000	3.0720904	75.137905	0.38719371	261.22798	0
